	Addendum J for CY2025 evaluation statistics for complexity adjustments of combinations of comprehensive HCPCS codes												
36903	Intro cath dialysis circuit	J1	5193	50387	Change nephroureteral cath	J1	5373	5194	1	"11,409.56"	36905	"17,036.54"	N
36903	Intro cath dialysis circuit	J1	5193	75822	Vein x-ray arms/legs	J1	5182	5194	1	"12,204.00"	36905	"17,036.54"	N
36903	Intro cath dialysis circuit	J1	5193	75898	Follow-up angiography	J1	5183	5194	1	"20,861.89"	36905	"17,036.54"	N
36903	Intro cath dialysis circuit	J1	5193	C9600	Perc drug-el cor stent sing	J1	5193	5194	1	"20,322.14"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	10140	I&d hmtma seroma/fluid collj	J1	5072	5194	1	"3,869.05"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	24200	Rmvl fb upper arm/elbw subq	J1	5072	5194	1	"4,947.94"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	26951	Amputation of finger/thumb	J1	5113	5194	1	"8,097.52"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	34101	Removal of artery clot	J1	5184	5194	1	"8,151.83"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36556	Insert non-tunnel cv cath	J1	5183	5194	84	"12,723.57"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36558	Insert tunneled cv cath	J1	5183	5194	265	"11,547.72"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36561	Insert tunneled cv cath	J1	5183	5194	7	"10,160.25"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36566	Insert tunneled cv cath	J1	5184	5194	1	"22,679.00"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36571	Insert picvad cath	J1	5183	5194	2	"10,525.44"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36573	Insj picc rs&i 5 yr+	J1	5182	5194	2	"15,742.65"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36580	Replace cvad cath	J1	5182	5194	1	"17,272.66"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36581	Replace tunneled cv cath	J1	5183	5194	11	"9,974.37"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36595	Mech remov tunneled cv cath	J1	5183	5194	1	"7,045.81"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36596	Mech remov tunneled cv cath	J1	5182	5194	4	"7,867.29"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36821	Av fusion direct any site	J1	5183	5194	3	"15,709.94"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36830	Artery-vein nonautograft	J1	5184	5194	2	"22,198.22"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36831	Open thrombect av fistula	J1	5184	5194	1	"18,014.65"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36832	Av fistula revision open	J1	5184	5194	1	"25,047.33"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36833	Av fistula revision	J1	5184	5194	1	"21,230.68"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36861	Cannula declotting	J1	5184	5194	1	"7,697.79"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36901	Intro cath dialysis circuit	J1	5182	5194	25	"8,732.67"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36902	Intro cath dialysis circuit	J1	5192	5194	33	"12,394.32"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36904	Thrmbc/nfs dialysis circuit	J1	5192	5194	10	"14,222.41"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36905	Thrmbc/nfs dialysis circuit	J1	5193	5194	21	"20,041.64"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36907	Balo angiop ctr dialysis seg	N	 	5194	319	"9,335.44"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36908	Stent plmt ctr dialysis seg	N	 	5194	23	"14,494.35"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	36909	Dialysis circuit embolj	N	 	5194	14	"9,474.55"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37188	Ven mechnl thrmbc repeat tx	J1	5183	5194	1	"14,503.37"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37197	Remove intrvas foreign body	J1	5183	5194	1	"8,742.73"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37211	Thrombolytic art therapy	J1	5184	5194	8	"10,398.54"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37212	Thrombolytic venous therapy	J1	5183	5194	2	"14,852.63"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37213	Thromblytic art/ven therapy	J1	5183	5194	1	"7,619.89"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37214	Cessj therapy cath removal	J1	5183	5194	2	"14,845.16"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37220	Iliac revasc	J1	5192	5194	1	"2,219.55"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37224	Fem/popl revas w/tla	J1	5192	5194	2	"13,915.33"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37246	Trluml balo angiop 1st art	J1	5192	5194	12	"13,177.92"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37248	Trluml balo angiop 1st vein	J1	5192	5194	6	"12,223.31"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37252	Intrvasc us noncoronary 1st	N	 	5194	3	"14,299.72"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	37607	Lig/banding angioacs av fstl	J1	5183	5194	4	"7,935.14"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	38505	Needle biopsy lymph nodes	J1	5072	5194	1	"10,397.24"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	49324	Lap insert tunnel ip cath	J1	5361	5194	1	"13,476.90"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	49421	Ins tun ip cath for dial opn	J1	5341	5194	2	"11,402.18"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	50387	Change nephroureteral cath	J1	5373	5194	1	"11,131.79"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	50435	Exchange nephrostomy cath	J1	5373	5194	1	"5,866.63"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	50688	Change of ureter tube/stent	J1	5373	5194	1	"6,615.09"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	66180	Aqueous shunt eye w/graft	J1	5493	5194	1	"21,057.00"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	66984	Xcapsl ctrc rmvl w/o ecp	J1	5491	5194	1	"16,982.33"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	75822	Vein x-ray arms/legs	J1	5182	5194	1	"2,127.47"	36905	"17,036.54"	N
36905	Thrmbc/nfs dialysis circuit	J1	5193	75898	Follow-up angiography	J1	5183	5194	5	"9,244.34"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	34201	Removal of artery clot	J1	5184	5194	2	"11,223.35"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	35321	Rechanneling of artery	J1	5184	5194	1	"6,961.45"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36558	Insert tunneled cv cath	J1	5183	5194	3	"11,137.85"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36561	Insert tunneled cv cath	J1	5183	5194	1	"18,185.07"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36581	Replace tunneled cv cath	J1	5183	5194	29	"5,698.95"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36595	Mech remov tunneled cv cath	J1	5183	5194	1	"10,297.53"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36831	Open thrombect av fistula	J1	5184	5194	1	"7,382.05"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36833	Av fistula revision	J1	5184	5194	1	"11,637.81"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36901	Intro cath dialysis circuit	J1	5182	5194	3	"7,243.88"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36902	Intro cath dialysis circuit	J1	5192	5194	7	"9,497.38"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36903	Intro cath dialysis circuit	J1	5193	5194	3	"11,777.86"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36904	Thrmbc/nfs dialysis circuit	J1	5192	5194	3	"14,453.49"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	36905	Thrmbc/nfs dialysis circuit	J1	5193	5194	14	"13,059.50"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37183	Revision tips	J1	5192	5194	9	"19,133.78"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37187	Venous mech thrombectomy	J1	5193	5194	50	"22,594.92"	36905	"17,036.54"	Y
37187	Venous mech thrombectomy	J1	5193	37191	Ins endovas vena cava filtr	J1	5184	5194	22	"21,665.50"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37193	Rem endovas vena cava filter	J1	5183	5194	17	"18,155.05"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37197	Remove intrvas foreign body	J1	5183	5194	2	"7,297.37"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37212	Thrombolytic venous therapy	J1	5183	5194	3	"16,645.19"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37220	Iliac revasc	J1	5192	5194	3	"12,220.58"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37221	Iliac revasc w/stent	J1	5193	5194	8	"24,209.70"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37224	Fem/popl revas w/tla	J1	5192	5194	7	"17,391.85"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37226	Fem/popl revasc w/stent	J1	5193	5194	2	"27,461.34"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37228	Tib/per revasc w/tla	J1	5193	5194	1	"11,680.97"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37236	Open/perq place stent 1st	J1	5193	5194	2	"24,068.07"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37238	Open/perq place stent same	J1	5193	5194	298	"24,665.36"	36905	"17,036.54"	Y
37187	Venous mech thrombectomy	J1	5193	37241	Vasc embolize/occlude venous	J1	5193	5194	3	"24,026.31"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37243	Vasc embolize/occlude organ	J1	5193	5194	1	"10,537.29"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37246	Trluml balo angiop 1st art	J1	5192	5194	1	"11,031.49"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	37248	Trluml balo angiop 1st vein	J1	5192	5194	352	"18,700.70"	36905	"17,036.54"	Y
37187	Venous mech thrombectomy	J1	5193	37252	Intrvasc us noncoronary 1st	N	 	5194	30	"18,911.65"	36905	"17,036.54"	Y
37187	Venous mech thrombectomy	J1	5193	37253	Intrvasc us noncoronary addl	N	 	5194	1	"24,236.29"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	75822	Vein x-ray arms/legs	J1	5182	5194	22	"12,126.90"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	75898	Follow-up angiography	J1	5183	5194	1	"41,687.09"	36905	"17,036.54"	N
37187	Venous mech thrombectomy	J1	5193	C9764	Revasc intravasc lithotripsy	J1	5193	5194	1	"19,589.10"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	10140	I&d hmtma seroma/fluid collj	J1	5072	5194	1	"14,811.35"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	28810	Amputation toe & metatarsal	J1	5113	5194	2	"7,315.56"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	34201	Removal of artery clot	J1	5184	5194	3	"29,589.95"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	35206	Repair blood vessel dir uxtr	J1	5183	5194	2	"14,071.96"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	35876	Removal of clot in graft	J1	5184	5194	2	"15,811.40"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	36475	Endovenous rf 1st vein	J1	5183	5194	1	"16,160.57"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	36569	Insj picc 5 yr+ w/o imaging	J1	5182	5194	1	"8,376.06"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	36819	Av fuse uppr arm basilic	J1	5184	5194	1	"12,716.21"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	36832	Av fistula revision open	J1	5184	5194	1	"8,700.02"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	36901	Intro cath dialysis circuit	J1	5182	5194	2	"7,783.05"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	36902	Intro cath dialysis circuit	J1	5192	5194	3	"13,578.11"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	36903	Intro cath dialysis circuit	J1	5193	5194	1	"15,536.78"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37211	Thrombolytic art therapy	J1	5184	5194	4	"18,369.70"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37220	Iliac revasc	J1	5192	5194	148	"13,276.92"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37221	Iliac revasc w/stent	J1	5193	5194	"1,451"	"16,849.56"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37222	Iliac revasc add-on	N	 	5194	49	"12,717.54"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37223	Iliac revasc w/stent add-on	N	 	5194	158	"14,573.42"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37224	Fem/popl revas w/tla	J1	5192	5194	449	"15,333.40"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37228	Tib/per revasc w/tla	J1	5193	5194	89	"18,147.74"	36905	"17,036.54"	Y
37221	Iliac revasc w/stent	J1	5193	37246	Trluml balo angiop 1st art	J1	5192	5194	9	"13,600.06"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37248	Trluml balo angiop 1st vein	J1	5192	5194	1	"24,437.40"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37252	Intrvasc us noncoronary 1st	N	 	5194	98	"12,963.85"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37253	Intrvasc us noncoronary addl	N	 	5194	2	"10,035.39"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	37607	Lig/banding angioacs av fstl	J1	5183	5194	1	"11,639.96"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	75822	Vein x-ray arms/legs	J1	5182	5194	7	"11,218.14"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	75898	Follow-up angiography	J1	5183	5194	5	"10,579.17"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	92920	Prq cardiac angioplast 1 art	J1	5192	5194	2	"29,182.84"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	92986	Revision of aortic valve	J1	5192	5194	1	"9,050.06"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93451	Right heart cath	J1	5191	5194	2	"20,494.90"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93452	Left hrt cath w/ventrclgrphy	J1	5191	5194	1	"8,042.69"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93454	Coronary artery angio s&i	J1	5191	5194	12	"10,723.99"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93455	Coronary art/grft angio s&i	J1	5191	5194	3	"11,726.68"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93456	R hrt coronary artery angio	J1	5191	5194	1	"10,703.61"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93458	L hrt artery/ventricle angio	J1	5191	5194	20	"10,877.82"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93459	L hrt art/grft angio	J1	5191	5194	7	"10,498.12"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	93460	R&l hrt art/ventricle angio	J1	5191	5194	5	"9,159.98"	36905	"17,036.54"	N
37221	Iliac revasc w/stent	J1	5193	C9600	Perc drug-el cor stent sing	J1	5193	5194	34	"18,469.89"	36905	"17,036.54"	Y
37221	Iliac revasc w/stent	J1	5193	C9604	Perc d-e cor revasc t cabg s	J1	5193	5194	4	"15,406.30"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	10140	I&d hmtma seroma/fluid collj	J1	5072	5194	3	"11,946.62"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5194	1	"4,760.07"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5194	1	"17,296.83"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	28805	Amputation thru metatarsal	J1	5113	5194	1	"5,147.07"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	28810	Amputation toe & metatarsal	J1	5113	5194	5	"21,181.66"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	28820	Amputation of toe	J1	5113	5194	4	"9,882.51"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	28825	Partial amputation of toe	J1	5113	5194	3	"13,271.65"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	34201	Removal of artery clot	J1	5184	5194	4	"16,343.04"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	34203	Removal of leg artery clot	J1	5184	5194	2	"30,153.20"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	35206	Repair blood vessel dir uxtr	J1	5183	5194	2	"16,949.09"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	35903	Excision graft extremity	J1	5183	5194	1	"4,779.37"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	36819	Av fuse uppr arm basilic	J1	5184	5194	1	"7,967.14"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	36821	Av fusion direct any site	J1	5183	5194	1	"17,102.37"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	36832	Av fistula revision open	J1	5184	5194	1	"16,654.57"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	36902	Intro cath dialysis circuit	J1	5192	5194	1	"16,864.43"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	36903	Intro cath dialysis circuit	J1	5193	5194	2	"14,637.19"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37183	Revision tips	J1	5192	5194	1	"16,664.43"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37211	Thrombolytic art therapy	J1	5184	5194	16	"21,460.21"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37212	Thrombolytic venous therapy	J1	5183	5194	1	"8,085.12"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37213	Thromblytic art/ven therapy	J1	5183	5194	1	"18,147.58"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37214	Cessj therapy cath removal	J1	5183	5194	1	"13,934.28"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37220	Iliac revasc	J1	5192	5194	148	"17,321.55"	36905	"17,036.54"	Y
37226	Fem/popl revasc w/stent	J1	5193	37221	Iliac revasc w/stent	J1	5193	5194	501	"20,327.44"	36905	"17,036.54"	Y
37226	Fem/popl revasc w/stent	J1	5193	37224	Fem/popl revas w/tla	J1	5192	5194	54	"16,455.79"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37226	Fem/popl revasc w/stent	J1	5193	5194	66	"17,819.67"	36905	"17,036.54"	Y
37226	Fem/popl revasc w/stent	J1	5193	37228	Tib/per revasc w/tla	J1	5193	5194	844	"18,023.64"	36905	"17,036.54"	Y
37226	Fem/popl revasc w/stent	J1	5193	37236	Open/perq place stent 1st	J1	5193	5194	30	"21,042.76"	36905	"17,036.54"	Y
37226	Fem/popl revasc w/stent	J1	5193	37238	Open/perq place stent same	J1	5193	5194	5	"15,724.09"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37243	Vasc embolize/occlude organ	J1	5193	5194	2	"28,683.59"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37246	Trluml balo angiop 1st art	J1	5192	5194	7	"18,013.41"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37248	Trluml balo angiop 1st vein	J1	5192	5194	1	"19,064.31"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	37252	Intrvasc us noncoronary 1st	N	 	5194	149	"17,167.08"	36905	"17,036.54"	Y
37226	Fem/popl revasc w/stent	J1	5193	37607	Lig/banding angioacs av fstl	J1	5183	5194	1	"11,001.86"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	50590	Fragmenting of kidney stone	J1	5374	5194	1	"19,136.37"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	75822	Vein x-ray arms/legs	J1	5182	5194	1	"19,400.23"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	75898	Follow-up angiography	J1	5183	5194	2	"14,438.68"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	92920	Prq cardiac angioplast 1 art	J1	5192	5194	2	"15,776.95"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	92986	Revision of aortic valve	J1	5192	5194	2	"23,314.98"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	93452	Left hrt cath w/ventrclgrphy	J1	5191	5194	1	"11,981.10"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	93454	Coronary artery angio s&i	J1	5191	5194	9	"16,713.29"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	93455	Coronary art/grft angio s&i	J1	5191	5194	2	"20,450.09"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	93457	R hrt art/grft angio	J1	5191	5194	1	"13,557.68"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	93458	L hrt artery/ventricle angio	J1	5191	5194	14	"15,493.52"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	93459	L hrt art/grft angio	J1	5191	5194	6	"14,380.59"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	93460	R&l hrt art/ventricle angio	J1	5191	5194	2	"20,009.93"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	C9600	Perc drug-el cor stent sing	J1	5193	5194	15	"21,514.88"	36905	"17,036.54"	N
37226	Fem/popl revasc w/stent	J1	5193	C9604	Perc d-e cor revasc t cabg s	J1	5193	5194	1	"16,551.09"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5194	6	"11,428.08"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	28805	Amputation thru metatarsal	J1	5113	5194	1	"9,495.16"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	28810	Amputation toe & metatarsal	J1	5113	5194	6	"10,261.48"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	28820	Amputation of toe	J1	5113	5194	12	"10,569.55"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	28825	Partial amputation of toe	J1	5113	5194	7	"8,698.67"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	34203	Removal of leg artery clot	J1	5184	5194	1	"15,721.47"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	35190	Repair acq av fistula xtr	J1	5184	5194	1	"12,706.61"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	36556	Insert non-tunnel cv cath	J1	5183	5194	1	"10,360.63"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	36558	Insert tunneled cv cath	J1	5183	5194	2	"8,713.66"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	36569	Insj picc 5 yr+ w/o imaging	J1	5182	5194	2	"7,286.81"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	36573	Insj picc rs&i 5 yr+	J1	5182	5194	1	"12,094.40"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	36901	Intro cath dialysis circuit	J1	5182	5194	1	"4,162.90"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	36902	Intro cath dialysis circuit	J1	5192	5194	6	"9,070.04"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	36905	Thrmbc/nfs dialysis circuit	J1	5193	5194	1	"15,477.64"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37197	Remove intrvas foreign body	J1	5183	5194	1	"15,472.21"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37211	Thrombolytic art therapy	J1	5184	5194	10	"9,806.49"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37220	Iliac revasc	J1	5192	5194	36	"10,405.76"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37224	Fem/popl revas w/tla	J1	5192	5194	"2,371"	"12,467.99"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37228	Tib/per revasc w/tla	J1	5193	5194	41	"13,342.36"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37232	Tib/per revasc add-on	N	 	5194	497	"10,093.92"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37246	Trluml balo angiop 1st art	J1	5192	5194	5	"11,151.18"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37248	Trluml balo angiop 1st vein	J1	5192	5194	3	"17,516.80"	36905	"17,036.54"	N
37228	Tib/per revasc w/tla	J1	5193	37252	Intrvasc us noncoronary 1st	N	 	5194	44	"10,454.55"	36905	"17,036.54"	N
